pl Kategoria:Kierunki_w_malarstwie 3 26368
id Selom 1 36560
en MET-ART 1 12813
sv Adesmia_subsericea 1 9865
en Charles_Stevenson 1 15171
en M1_Abrams 126 8993770
pt 1914 2 106706
de Killarney 3 41284
it Regioni_statistiche_della_Slovenia 1 11188
en List_of_graded_stakes_at_Churchill_Downs 1 7223
en Lists_of_military_installations 6 54261
en Truncated_order-7_square_tiling 1 96730
en Shahab_al-Din_Yahya_ibn_Habash_Suhrawardi 11 1213450
it Americana_(album_The_Offspring) 1 17031
pt Haroldo_V 1 28215
en The_Stanley_Parable 30 854572
jv Arwah_Goyang_Karawang 1 10269
en.d cheiromantist 1 912
pl Kompania_Wschodnioindyjska 1 10361
sr Proizvodnja_lubenica 1 7020
en Hundred_Waters 9 161412
it Cappellano 1 11828
en File:Pariambus_typicus.jpg 1 45526
en Special:MobileDiff/473711279 1 5791
id Istimewa:Daftar_berkas/Wuekero 3 40948
en Jacksonville_State_Gamecocks 1 12689
de T-AK-272 1 8247
de Can-Can_(Musical) 2 18546
en Slovak_Dance 1 38029
en 7599_Munari 1 58102
it Chiesa_di_Santa_Maria_della_Catena_(Napoli) 1 11734
en Best_of_Accept 1 9828
en Special:WhatLinksHere/Bad_Dreams_(The_Wire) 1 36406
de Giornico 1 24047
en Special:Export/The_Most_Happy_Fella 1 27519
en.d directionality 1 1225
en.d aminoalkoxy 1 923
nl Circuit_Strijen 1 7177
pl Bogdan_Mirowski 1 10008
nl Hannibal_Barkas 5 115259
de Eric_Mayer 1 9725
fr Status_Quo 3 71260
ja ETF 1 8740
en Rodney_Robert_Porter 2 122684
www.wd Special:EntityData/Q1090453.json 1 1080
de Sir_Colin 1 10241
no Norsk_Kvinnesaksforening 1 17377
tr Kemal_Tokak 1 17566
en Category:Creation_science 1 0
nl Wit_(doorverwijspagina) 1 7370
nl Mattenbies 1 9937
en In_the_Night_Garden... 17 338490
www.wd Q18251289 1 11543
en File:PrettyBoyFloyd01.jpg 1 31358
zh.d threshold_element 1 6557
www.wd Q8351649 1 9315
de Peter_Graf_(Tennistrainer) 3 44544
en Dori_Hillestad_Butler 2 16728
en.s Author:Herbert_George_Wells 1 14214
en File:Wappen_Landkreis_Wunsiedel_im_Fichtelgebirge.png 1 35922
en Gobea 2 20304
www.wd Special:EntityData/Q128344.n3 1 643
pt Capilar 1 41533
fr Macklemore_et_Ryan_Lewis 1 8528
en The_Morning_Benders 1 14724
es Club_Universitario_de_Buenos_Aires 1 25009
es IFC 1 7534
en.b Next_Generation_Sequencing_(NGS) 2 25158
en OMAC_Laser_300 2 25584
en Ghasem_Haddadifar 1 16940
en User:DrAaronStein 1 9390
en Royal_Scottish_Society_of_Arts 1 9015
en Norwegian_local_elections,_2015 3 37221
en Special:Contributions/ChanakaW 1 10440
it Giulio_Gianelli 2 21144
en Toi_Inagawa 1 8689
it Impressionista 1 26720
en Carrion_(comics) 2 32636
eu.q Berezi:ZerkLotzenDuHona/Eztabaida:Ur 1 16510
en Category:Wikipedia_requested_photographs_of_places 1 6377
it Stefano_Orlando 1 8279
en William_R._J._Pegram 1 15762
en Category:Islands_of_Cape_Verde 1 11074
en Digital_Humanitarian_Network 1 13434
www.wd Q5487687 1 9788
sk Eneagram 1 16657
www.wd Special:EntityData/Q1993514.json 1 1033
en Staigue_stone_fort 2 23148
en Pilipinas_Debate_2016_April_24_Summary 1 25961
pl Sklepienie_(anatomia) 2 21574
en.d overnoising 1 748
en.d Special:WhatLinksHere/belong 1 7159
en Special:MobileDiff/311051813 1 5179
en Port_of_Manchester 2 21438
en Special:ListFiles/Kiran277 1 5485
en James_Fergusson_(architect) 1 14936
www.wd Special:EntityData/Q8584950.json 1 1355
zh.d desvantagem 1 6644
en Lil_Herb 3 44451
vi Helius_lectus 1 9368
pt Claire_Kyle 1 9409
it Wikipedia:Bar/Discussioni/Comunicato_di_WMI_riguardante_il_DDL_intercettazioni 1 26495
sk Spider-Man_(komiks) 1 20492
www.wd Special:EntityData/Q2249080.json 1 578
fr Accomplissement_personnel 1 9707
en Special:PrefixIndex/User:Ayodele_roach/ 1 5329
it 16-Love 4 35088
it Sacramenti 2 37908
en Joe_Purcell 3 41784
commons.m File:Limbi_slave.png 1 33080
en Repeater_(horology) 5 125119
it Danica_Patrick 2 36832
en Harmonized_Sales_Tax 5 106429
de Fat_Wreck_Chords 1 10387
commons.m File:The_Doors_in_Copenhagen_1968.jpg 1 40927
pt Wyvern 1 12324
es Agujero_negro_supermasivo 5 114861
pt Newton_Cardoso 23 597786
fr Discussion:Club_jurassien/Suppression 1 12063
commons.m File:Virginia_Gazette_2_12_1762.jpg 1 7956
en Norman_Riddell 1 35810
en File:Los_Angeles_Convention_Center.JPG 1 10847
en.d traincrews 1 731
en USS_Silverleaf 1 11036
ro Alces_alces 1 21117
commons.m File:Focario_de_focas_grises_(Halichoerus_grypus),_Hel,_Polonia,_2013-05-23,_DD_04.jpg 1 12946
en.d libentiorbus 1 6005
en Special:Contributions/36.253.254.238 1 7608
en.d dance 2 52187
commons.m File:Cupping_results.jpg 1 10807
su.b Husus:Catatan/Cellistbot 1 17147
en Rufous-chested_sparrowhawk 1 13393
en Transponierte 1 6503
fr Bentonia 1 11001
als Bosnien_und_Herzegowina 2 187402
cs Louis_Chevrolet 1 11129
en Talk:El_Capitan 1 19564
es Ernest_Miller 1 12256
en Iowa_State_University 27 2208639
cs Niob 1 27766
www.wd Special:WhatLinksHere/Q9309771 1 5267
vi Sphecodes_pulsatillae 1 8735
en World_Taekwondo_Federation 5 194680
en Special:MobileDiff/681634248 1 5546
it Barriera_tra_Israele_e_la_Striscia_di_Gaza 2 18136
en Obtshak 1 7596
es Puntius_johorensis 1 10252
en WGL_(API) 1 8372
nl Speciaal:VerwijzingenNaarHier/Categorie:TMF_Awards 1 5600
en Special:MobileDiff/677715235 1 5336
en Zale_Parry 1 11012
en User:HhhipBot/Physics_pages/PubHist 1 41303
en Nagoya_Institute_of_Technology 2 20732
it Dragon_Trainer 9 302364
en Bayang,_Lanao_del_Sur 1 14691
en Vincent_Mason 8 101954
fr Fichier:Kit_body_belg16h.png 7 70637
de Richard_Seyfert 1 13211
it Regola_aurea_del_risparmio 1 12745
pl.d hrvatski 1 8538
en Special:WhatLinksHere/Talk:Powder_Ridge_Rock_Festival 1 5962
en Special:BookSources/9780812500486 1 48434
cs Alabama 1 24363
de Wonderwall_Music 1 12628
en Slovene_Lands 2 31768
de Harenberg_Verlag 1 8937
de Logos_Bible_Software 1 29232
it Honeywell 1 10913
fr Adem_Ljajic 1 16356
tr.d lanetlemek 1 6969
en Gaupne_Church 1 10963
tr.d greippi 1 7012
mg.d stringer 1 7756
fr Calendrier_julien 10 393650
en Curtiss_P-40_variants 1 15932
en.d indignify 2 8291
commons.m File:Crepidula_spec._01.jpg 1 12054
en.d prognosticator 1 2136
de Greenpoint_Stadium 1 16137
en.d medicalisations 1 813
es Marcelina_(santa) 1 9818
en Emu_(disambiguation) 1 11094
en Slaughter_of_the_Soul 4 68804
en Apollo_18_(film) 18 422795
en MADEX_index 1 12271
en Fz 1 7602
en Special:MobileDiff/186160365 1 5304
en Kurs_(docking_navigation_system) 1 12636
en Belita 1 10471
fi Barbareskit 1 10140
ca Banca 1 18779
sk Antipyretikum 1 8406
en RAPD_(disambiguation) 1 6935
fr Kirsten_Flipkens 1 40303
zh Font_family_(HTML) 1 15917
de Sporadische_Gruppe 1 13250
sw Barnabas_Kinyor 1 8483
hr Kreaimir_bubalo 1 5423
en Special:MobileDiff/104189804 1 5623
pt Deus_e_o_Diabo_na_Terra_do_Sol 6 58974
id Herodias 1 13170
de Spezial:Exportieren/Mechanikerwerkzeug 1 2451
www.wd Special:EntityData/Q15472078.ttl 1 36330
en Naterra 3 56113
de Agia_Triada_(Kreta) 1 22282
no.q Forside 11 167193
commons.m File:BIThumbMap_SCO.png 5 48090
de Univision 2 21784
en Sea_plane 1 120790
pl Supermasywna_czarna_dziura 7 105266
en Hakham 2 50255
de.d Spezial:ISBN-Suche/9783867665544 1 14428
pl Pobiednik_Wielki 1 0
commons.m Category:Passer_domesticus 5 157510
en Asia_Minor_Campaign 2 155389
en Green_Party_of_Canada_candidates,_2008_Canadian_federal_election 1 48071
en Health_professionals 1 24603
en 4993571_(number) 1 6529
en Steve_Perry_(author) 3 54405
en Category:Burials_at_Hollywood_Forever_Cemetery 1 12277
en Heron_station 1 11977
es Sam_Bowie 1 10246
en List_of_adductors_of_the_human_body 3 33876
et Kategooria:Kaardid 1 10299
en Special_Agent_Dale_Cooper 1 18943
en Special:MobileDiff/516917634 1 5838
en Special:Export/Albert_Day 1 1078
en Challenger_1_tank 2 46920
de Halil_Kut 1 11262
en Tule 1 12478
ca Reus_(Montevideo) 1 8313
fr Tone_Loc 1 11153
en Special:MobileDiff/485041982 1 5579
de Haarerlass 2 20502
commons.m Special:WhatLinksHere/File:Diepenbeek_Sint-Servatius_10967.JPG 1 5227
it Meteosat 1 12609
fr San_Donato_Val_di_Comino 1 15763
en King_Edward_VII_of_the_United_Kingdom 3 1186773
en Special:AbuseFilter/examine/log/11363632 1 60701
en Emily_Wells 3 72867
en Calcium_sulfate_(data_page) 1 8055
en.b Vehicle_Identification_Numbers_(VIN_codes)/Ford/VIN_Codes 47 845659
nl Severn 1 12477
de Datei:DomKalHauptOrgel.JPG 1 11004
es Amarakaeri 2 21494
tl Barya 1 37469
en Titanic_museum_attraction_in_pigeon_forge,_tn 1 15613
en West_Point,_Wisconsin 1 46821
fr Singe_(astrologie_chinoise) 2 20438
sv Allungare_il_braccio_per_prendere 1 6811
fr Level_E 2 17285
commons.m File:Darmstadt-Bahnhof-Sued2.jpg 1 8406
de Spezial:Linkliste/Franz_Gschnitzer 1 7743
commons.m category:saarlouis 1 17827
en Americas-excluding_Latin_America 1 25655
de Mike_Tramp 1 9994
en.d ensancharas 1 849
en Category:Swimming_in_Burma 1 6715
no ATI_Technologies 1 9732
en Siberian_Black_Pied_(pig) 1 8152
fr Gregoire 1 16089
www.wd Q7262899 1 8205
en.d thalassochory 1 1307
en Special:Contributions/JustCurrious 1 6936
en Special:Export/Topiary_(hacktivist) 1 5560
it Tanto_va_la_gatta_al_lardo... 1 8735
en MM1_register 1 16248
nl Anadara_brasiliana 1 8551
en Longford_(film) 2 30264
en.d enquiry 1 9305
it Margherita_di_Boemia_(1335_-_1349) 1 9356
it Cimitero_militare_italiano_di_Bligny 1 10778
en Category:Atrophaneura 1 7843
en Special:MobileDiff/673088390 1 5121
jv Bantarkawung,_Brebes 1 10159
en Brandon_Walters 1 12275
pt Sociedade_Portuguesa_de_Gastrenterologia 1 7460
nl Bakenesserkerk 1 41769
en Toni_Hoffman 1 41449
en Green_Bridge_(Vilnius) 1 13303
meta.m File:Original_Barnstar.png 1 85666
en Real_Emotional_Trash 1 11251
en Mercedes-Benz_M119_engine 5 44554
da Hvalfangst 1 27572
mg Louis_Bureau 1 7966
en Talk:Fourteenth_Amendment_to_the_United_States_Constitution 3 44816
fr Jacques_Cartier 72 4808214
en Steel_Authority_of_India 9 243252
de Andreas_Schmidt_(Jazzpianist) 2 0
fr Baruch_Spinoza 19 1151324
en Special:Export/Residue_(complex_analysis) 1 5056
